level,trafficEmulation,kem,sig,partAMedian,partAAvg,partBMedian,partBAvg,partAllMedian,partAllAvg,segments,packetsClient,packetsServer,handshakeServerPushes,connections,clientServerBytes,serverClientBytes
1,rate 1mbit,X25519,falcon512,27.966,28.123253913043477,2.1075,2.3942177700348433,30.092,30.51599477351916,1,1,1,1,585,620,2811
1,delay 500ms,X25519,falcon512,505.488,505.6772941176471,501.499,502.1045,1007.072,1007.819,1,1,1,1,20,620,2815
1,rate 1mbit,X25519,rsa:1024,8.749,9.022087769784173,1.9765,2.1559884726224783,11.019,11.177586455331411,1,1,1,1,708,627,1016
1,delay 500ms,X25519,rsa:1024,502.045,502.33576470588235,501.726,502.68675,1004.27,1005.1096875,1,1,1,1,20,627,1016
1,rate 1mbit,X25519,rsa:2048,12.361,12.700775631500743,2.0635,2.259108630952381,14.865,14.96055654761905,1,1,1,1,686,620,1405
1,delay 500ms,X25519,rsa:2048,502.067,505.2944117647059,501.593,503.471875,1004.4625,1008.938125,1,1,1,1,20,620,1405
1,rate 1mbit,X25519,rsa:3072,18.14,18.506887480190173,2.076,2.30835873015873,20.623,20.81336984126984,1,1,1,1,643,620,1789
1,delay 500ms,X25519,rsa:3072,503.715,504.4669473684211,501.8765,502.5610555555556,1006.2995,1007.1097777777778,1,1,1,1,20,620,1789
1,rate 1mbit,X25519,rsa:4096,24.433,24.61990476190476,2.067,2.2071908006814307,26.535,26.824674616695063,1,1,1,1,599,620,2173
1,delay 500ms,X25519,rsa:4096,506.228,507.98988235294115,501.725,502.212625,1008.2215,1010.346375,1,1,1,1,20,620,2173
1,rate 1mbit,X25519,p256\_falcon512,30.242,30.707664285714287,2.883,2.863545617173524,33.405,33.56919499105546,1,1,1,1,570,620,3033
1,delay 500ms,X25519,p256\_falcon512,505.455,505.87511764705886,501.8285,502.4374375,1007.47,1008.3413125,2,1,2,2,20,672,3081
2,rate 1mbit,X25519,MLDSA44,36.194,36.50351467268623,23.938,24.057995475113124,60.053,60.56370814479638,2,1,2,2,452,672,6821
2,delay 500ms,X25519,MLDSA44,501.3865,502.2443888888889,501.791,502.2463529411765,1003.861,1004.5691764705882,3,1,3,3,20,724,6873
2,delay 500ms,X25519,p256\_mldsa44,503.68,503.8257222222222,501.979,502.3022941176471,1006.185,1006.3008823529411,3,1,3,3,20,724,7080
2,rate 1mbit,X25519,p256\_mldsa44,35.983,36.398792147806006,26.509,26.64072286374134,62.796,63.039515011547344,2,1,2,2,442,672,7027
2,rate 1mbit,X25519,rsa3072\_mldsa44,36.1395,36.47612259615385,33.942,34.11923132530121,70.287,70.59465060240964,2,1,2,2,424,672,7987
2,delay 500ms,X25519,rsa3072\_mldsa44,501.193,502.0686111111111,504.617,505.2344705882353,1006.502,1007.3667058823529,4,1,4,4,20,776,8091
3,rate 1mbit,X25519,MLDSA65,35.8755,36.36028125,43.996,43.65686684073107,79.888,80.01858485639687,3,1,3,3,392,724,9291
3,delay 500ms,X25519,MLDSA65,501.476,502.3278235294117,501.842,503.0055,1004.6875,1005.43275,5,1,5,5,20,828,9395
3,rate 1mbit,X25519,p384\_mldsa65,36.005,36.40299735449736,47.079,46.99467904509284,83.359,83.40049602122016,3,1,3,3,387,724,9595
3,delay 500ms,X25519,p384\_mldsa65,501.953,503.6127647058824,504.718,505.43425,1007.3405,1009.2198125,5,1,5,5,20,828,9698
5,delay 500ms,X25519,MLDSA87,501.1215,502.7788888888889,501.761,502.03817647058827,1003.125,1004.5962352941177,7,1,7,7,20,932,12775
5,rate 1mbit,X25519,MLDSA87,35.839,36.22475528700906,71.973,71.73549090909091,107.672,107.95072727272726,4,1,4,4,337,776,12619
5,delay 500ms,X25519,falcon1024,509.789,511.9347222222222,502.082,503.6180588235294,1012.2,1015.7620588235294,3,1,3,3,20,724,5042
5,rate 1mbit,X25519,falcon1024,44.1835,44.60810212765957,8.347,7.997690831556504,52.505,52.6067078891258,2,1,2,2,478,672,4994
5,delay 500ms,X25519,p521\_falcon1024,511.163,511.3707777777778,504.625,505.3435294117647,1016.077,1016.6663529411765,3,1,3,3,20,724,5465
5,rate 1mbit,X25519,p521\_falcon1024,46.061,46.876393736017896,12.9865,12.233152466367713,58.9525,59.11456053811659,2,1,2,2,457,672,5411
5,delay 500ms,X25519,p521\_mldsa87,502.766,503.91015384615383,1507.456,1508.92525,2009.6405,2012.2470833333332,7,1,7,7,15,932,13184
5,rate 1mbit,X25519,p521\_mldsa87,35.931,36.492233644859816,76.203,76.292675,112.3995,112.776275,4,1,4,4,327,776,13030
