level,trafficEmulation,kem,sig,partAMedian,partAAvg,partBMedian,partBAvg,partAllMedian,partAllAvg,segments,packetsClient,packetsServer,handshakeServerPushes,connections,clientServerBytes,serverClientBytes
1,,MLKEM512,rsa:2048,1.004,1.2617409225526393,0.239,0.38335379559378424,1.377,1.6451099525297195,1,1,1,1,25.1k,1382,2141
1,,X25519,rsa:2048,0.887,0.9168069148476022,0.233,0.2685189457292808,1.127,1.1853267201107331,1,1,1,1,35.3k,620,1405
1,,bikel1,rsa:2048,1.501,1.528625362372705,1.887,1.9330396966993755,3.394,3.4616732827832295,1,1,1,1,13.7k,2123,2946
1,,p256,rsa:2048,0.957,1.0126703271930955,0.27,0.3242299764902902,1.27,1.3369068306978842,1,1,1,1,31.6k,653,1438
1,,p256\_bikel1,rsa:2048,4.702,4.80936001482305,2.017,2.08817123795404,6.743,6.897580244625648,1,1,1,1,5.5k,2188,3011
1,,p256\_mlkem512,rsa:2048,4.428,4.936151301427372,0.608,0.6887598253275109,5.029,5.624679039301309,1,1,1,1,6.1k,1447,2206
3,,MLKEM768,rsa:2048,0.895,0.950491772190616,0.238,0.28817365104612747,1.155,1.2386657592071455,1,1,1,1,33.2k,1766,2461
3,,bikel3,rsa:2048,2.195,2.2642186839722305,4.97,5.1110845283018875,7.187,7.375302339622642,2,1,2,2,6.7k,3717,4540
3,,p384,rsa:2048,2.3,2.389746298046629,0.953,1.0010024419062622,3.279,3.3907614808979916,1,1,1,1,12.9k,685,1470
3,,p384\_bikel3,rsa:2048,6.854,7.068195659322591,6.658,6.890778874629812,13.56,13.95886048042119,2,1,2,2,3.1k,3814,4637
3,,p384\_mlkem768,rsa:2048,8.795,10.893920555753473,1.654,2.1122502673796792,10.554,13.007777540106952,1,1,1,1,2.9k,1863,2558
5,,MLKEM1024,rsa:2048,0.953,1.0361168229009172,0.267,0.3258840764759249,1.247,1.362012902792245,1,1,1,1,30.3k,2150,2941
5,,p521,rsa:2048,4.126,4.313865641323273,1.865,1.9666930779277318,6.023,6.280591060803947,1,1,1,1,7.0k,721,1506
5,,p521\_mlkem1024,rsa:2048,12.3455,15.161947368421053,2.8,3.4849341795956748,15.395,18.647392101551482,1,1,1,1,2.2k,2283,3074
