level,trafficEmulation,kem,sig,partAMedian,partAAvg,partBMedian,partBAvg,partAllMedian,partAllAvg,segments,packetsClient,packetsServer,handshakeServerPushes,connections,clientServerBytes,serverClientBytes
1,,MLKEM512,rsa:2048,0.937,1.0114264088538354,0.235,0.3021042839423719,1.242,1.3135361447699012,1,1,1,1,32.0k,1382,2141
1,,X25519,rsa:2048,0.972,1.0414686693034354,0.246,0.3166160107217573,1.293,1.3580874738493725,1,1,1,1,31.1k,620,1405
1,,bikel1,rsa:2048,1.557,1.6222316792377927,1.975,2.054566142607591,3.577,3.6767866444338573,1,1,1,1,12.8k,2123,2946
1,,p256,rsa:2048,1.016,1.1077484448172223,0.283,0.3576269877328487,1.385,1.4653773809107749,1,1,1,1,29.1k,653,1438
1,,p256\_bikel1,rsa:2048,5.157,5.2910295454545455,2.218,2.3066769326167837,7.424,7.5977195121951215,1,1,1,1,4.9k,2188,3011
1,,p256\_mlkem512,rsa:2048,4.81,4.925874751161247,0.625,0.6731614401858305,5.469,5.59913987058238,1,1,1,1,6.1k,1447,2206
3,,MLKEM768,rsa:2048,0.947,1.0261745828826172,0.242,0.31443442058678905,1.261,1.3406051794787741,1,1,1,1,31.0k,1766,2461
3,,bikel3,rsa:2048,2.451,2.5311655495978553,5.554,5.671374224903636,8.055,8.2024301994302,2,1,2,2,6.1k,3717,4540
3,,p384,rsa:2048,2.399,2.4933227091633468,0.959,1.0407176060429983,3.426,3.534026977670789,1,1,1,1,12.3k,685,1470
3,,p384\_bikel3,rsa:2048,7.489,7.565189533239038,7.262,7.398223558542625,14.786,14.963426600636717,2,1,2,2,2.9k,3814,4637
3,,p384\_mlkem768,rsa:2048,7.2315,7.31920197740113,1.357,1.4200831174947022,8.637,8.739400518012715,1,1,1,1,4.3k,1863,2558
5,,MLKEM1024,rsa:2048,0.968,1.0632654455243662,0.254,0.3309265930331351,1.299,1.394173457943925,1,1,1,1,29.9k,2150,2941
5,,p521,rsa:2048,4.395,4.478010107015458,1.967,2.032632376988256,6.421,6.510692433477033,1,1,1,1,6.8k,721,1506
5,,p521\_mlkem1024,rsa:2048,10.249,10.395851298701299,2.359,2.429463137382267,12.663,12.8255060084443,1,1,1,1,3.1k,2283,3074
