level,trafficEmulation,kem,sig,partAMedian,partAAvg,partBMedian,partBAvg,partAllMedian,partAllAvg,segments,packetsClient,packetsServer,handshakeServerPushes,connections,clientServerBytes,serverClientBytes
1,,MLKEM512,rsa:2048,0.85,0.8722142231468302,0.223,0.2540333415455367,1.078,1.1262485286469026,1,1,1,1,37.1k,1382,2141
1,,X25519,rsa:2048,0.878,0.8969379604822505,0.229,0.26202349920459933,1.113,1.158960285786051,1,1,1,1,36.4k,620,1405
1,,bikel1,rsa:2048,1.486,1.5000074714327571,1.87,1.8965806593406593,3.356,3.3965882783882786,1,1,1,1,13.9k,2123,2946
1,,p256,rsa:2048,0.896,0.9112191077659544,0.251,0.28253772061368093,1.152,1.1937563444457262,1,1,1,1,35.3k,653,1438
1,,p256\_bikel1,rsa:2048,4.627,4.684037759710931,1.983,2.0167697867726777,6.631,6.700834658474882,1,1,1,1,5.6k,2188,3011
1,,p256\_mlkem512,rsa:2048,4.24,4.288917831915813,0.595,0.5768153380423815,4.816,4.865733169958196,1,1,1,1,7.1k,1447,2206
3,,MLKEM768,rsa:2048,0.86,0.881768899763753,0.23,0.26185484460694697,1.094,1.143627647306989,1,1,1,1,36.1k,1766,2461
3,,bikel3,rsa:2048,2.131,2.1771101271246964,4.855,4.913238857142857,7.012,7.090367428571428,2,1,2,2,7.1k,3717,4540
3,,p384,rsa:2048,2.051,2.1043229428172947,0.864,0.873569565520608,2.917,2.9779004812051046,1,1,1,1,14.6k,685,1470
3,,p384\_bikel3,rsa:2048,6.367,6.428492550927333,6.269,6.319493613138686,12.662,12.747839720194648,2,1,2,2,3.3k,3814,4637
3,,p384\_mlkem768,rsa:2048,6.047,6.088867469879518,1.151,1.1937844725404978,7.224,7.282584946661399,1,1,1,1,5.1k,1863,2558
5,,MLKEM1024,rsa:2048,0.878,0.8986491954156054,0.24,0.27286935255130096,1.122,1.1715177853028855,1,1,1,1,35.1k,2150,2941
5,,p521,rsa:2048,3.757,3.810580739423199,1.699,1.7098526048284626,5.459,5.520441804320203,1,1,1,1,8.0k,721,1506
5,,p521\_mlkem1024,rsa:2048,8.636,8.708412574203994,2.015,2.0504628879892035,10.684,10.758911201079622,1,1,1,1,3.8k,2283,3074
