level,trafficEmulation,kem,sig,partAMedian,partAAvg,partBMedian,partBAvg,partAllMedian,partAllAvg,segments,packetsClient,packetsServer,handshakeServerPushes,connections,clientServerBytes,serverClientBytes
1,rate 1mbit,MLKEM512,rsa:2048,19.7025,20.20693031358885,2.158,2.406584642233857,22.113,22.6161815008726,1,1,1,1,584,1382,2141
1,delay 500ms,MLKEM512,rsa:2048,502.178,502.97726315789475,501.0175,502.3477222222222,1003.533,1005.3685,1,1,1,1,20,1382,2141
1,rate 1mbit,X25519,rsa:2048,12.891,13.179602739726027,2.1115,2.413903963414634,15.1865,15.594103658536586,1,1,1,1,670,620,1405
1,delay 500ms,X25519,rsa:2048,501.732,502.74188235294116,501.166,502.3278125,1003.314,1005.0455625,1,1,1,1,20,620,1405
1,delay 500ms,bikel1,rsa:2048,502.878,504.80794444444444,503.574,505.9788823529411,1006.585,1010.8972352941176,1,1,1,1,20,2123,2946
1,rate 1mbit,bikel1,rsa:2048,27.125,28.04632857142857,4.429,4.519629856850715,31.905,32.56712883435583,1,1,1,1,499,2123,2946
1,rate 1mbit,p256,rsa:2048,13.2715,13.731705246913581,2.093,2.324224111282844,15.483,16.056097372488406,1,1,1,1,660,653,1438
1,delay 500ms,p256,rsa:2048,501.936,502.93511764705886,501.1035,501.3895,1003.452,1004.3969375,1,1,1,1,20,653,1438
1,rate 1mbit,p256\_bikel1,rsa:2048,32.055,32.972825708061,4.4785,4.681831877729257,36.811,37.65263100436682,1,1,1,1,468,2188,3011
1,delay 500ms,p256\_bikel1,rsa:2048,506.6955,506.7783888888889,503.939,505.7293529411765,1010.227,1012.4758823529412,2,1,2,2,20,2240,3063
1,rate 1mbit,p256\_mlkem512,rsa:2048,24.72,25.32178502879079,2.79,2.7447673076923076,27.4745,28.066559615384616,1,1,1,1,531,1447,2206
1,delay 500ms,p256\_mlkem512,rsa:2048,506.654,507.1342777777778,501.925,503.93729411764707,1008.643,1010.6636470588236,1,1,1,1,20,1447,2206
3,delay 500ms,MLKEM768,rsa:2048,501.883,505.22742105263154,500.8955,503.8078888888889,1003.518,1009.23,1,1,1,1,20,1766,2461
3,rate 1mbit,MLKEM768,rsa:2048,22.235,22.91330570902394,2.1135,2.320512915129151,24.562,25.236130996309964,1,1,1,1,554,1766,2461
3,delay 500ms,bikel3,rsa:2048,503.657,504.3411052631579,507.0065,508.8223333333333,1010.53,1013.2066111111112,3,2,3,3,20,3821,4644
3,rate 1mbit,bikel3,rsa:2048,38.825,39.941653266331656,8.145,8.41505289672544,47.181,48.360717884130985,2,1,2,2,405,3717,4540
3,rate 1mbit,p384,rsa:2048,15.2925,15.947887096774194,3.068,3.4908513731825526,18.645,19.43963974151858,1,1,1,1,632,685,1470
3,delay 500ms,p384,rsa:2048,503.893,505.78270588235296,502.006,502.1981875,1005.618,1008.081,1,1,1,1,20,685,1470
3,delay 500ms,p384\_bikel3,rsa:2048,508.366,509.95347368421056,507.248,508.2223888888889,1015.9675,1018.1437222222222,3,2,3,3,20,3918,4741
3,rate 1mbit,p384\_bikel3,rsa:2048,43.883,44.94211653116531,8.3915,8.687635869565216,52.7145,53.62470108695652,2,1,2,2,376,3814,4637
3,delay 500ms,p384\_mlkem768,rsa:2048,508.911,511.32544444444443,502.7,504.17082352941173,1011.955,1015.4994117647059,1,1,1,1,20,1863,2558
3,rate 1mbit,p384\_mlkem768,rsa:2048,30.217,30.888119496855346,3.674,3.7206806722689074,34.0045,34.612527310924364,1,1,1,1,486,1863,2558
5,rate 1mbit,MLKEM1024,rsa:2048,26.2225,27.13761960784314,2.156,2.36650884086444,28.581,29.508233791748527,1,1,1,1,518,2150,2941
5,delay 500ms,MLKEM1024,rsa:2048,502.165,503.53542105263153,501.0035,501.7301111111111,1003.5735,1005.4019444444444,1,1,1,1,20,2150,2941
5,rate 1mbit,p521,rsa:2048,17.912,18.097263772954925,4.286,4.394724080267559,22.395,22.490270903010032,1,1,1,1,611,721,1506
5,delay 500ms,p521,rsa:2048,506.012,506.42836842105265,503.377,504.58316666666667,1009.8695,1011.0608888888888,1,1,1,1,20,721,1506
5,rate 1mbit,p521\_mlkem1024,rsa:2048,38.9045,39.43614858490566,4.887,5.0138463356974,43.897,44.45029787234043,1,1,1,1,431,2283,3074
5,delay 500ms,p521\_mlkem1024,rsa:2048,513.828,514.3604736842105,504.2795,508.1393333333333,1018.11,1022.4541111111112,2,1,2,2,20,2335,3126
