level,trafficEmulation,kem,sig,partAMedian,partAAvg,partBMedian,partBAvg,partAllMedian,partAllAvg,segments,packetsClient,packetsServer,handshakeServerPushes,connections,clientServerBytes,serverClientBytes
1,,X25519,falcon512,3.834,3.900995915529678,0.697,0.6929343820615331,4.516,4.593958282635147,1,1,1,1,11.7k,620,2813
1,,X25519,rsa:1024,0.266,0.30120246384574184,0.199,0.231602139018954,0.505,0.5328046028646958,1,1,1,1,58.8k,627,1016
1,,X25519,rsa:2048,0.88,0.9011758714796163,0.229,0.26163069045073434,1.114,1.1627949749592033,1,1,1,1,36.1k,620,1405
1,,X25519,rsa:3072,2.274,2.328127517851433,0.28,0.3159893424277949,2.592,2.6441168602792287,1,1,1,1,19.1k,620,1789
1,,X25519,rsa:4096,4.913,4.988152292847906,0.342,0.38220563072025465,5.299,5.370370771985674,1,1,1,1,10.2k,620,2173
1,,X25519,p256\_falcon512,3.848,3.9083596859105914,0.861,0.8672065857576299,4.708,4.775575673746208,1,1,1,1,11.4k,620,3029
2,,X25519,MLDSA44,0.179,0.19674976478973627,0.898,1.0017926384216227,1.092,1.1985435080116327,2,1,2,2,35.7k,672,6821
2,,X25519,p256\_mldsa44,0.356,0.39368560829609645,1.51,1.5728441821247892,1.898,1.9665340640809443,2,1,2,2,24.1k,620,7027
2,,X25519,rsa3072\_mldsa44,0.37,0.4108439596021895,3.524,3.6160821125674634,3.931,4.026932382420972,2,1,2,2,13.2k,672,7987
3,,X25519,MLDSA65,0.2,0.21876512859304084,1.326,1.5275917618579318,1.546,1.7463543006278843,3,1,3,3,26.9k,724,9291
3,,X25519,p384\_mldsa65,0.362,0.4031425722094999,3.368,3.4809968971631204,3.766,3.8841197547281325,3,1,3,3,13.8k,620,9594
5,,X25519,MLDSA87,0.182,0.20225389428263216,1.651,1.8464120997669802,1.857,2.048666868041771,4,1,4,4,23.6k,776,12619
5,,X25519,falcon1024,7.617,7.69647970704913,0.826,0.8268426674805432,8.437,8.523346558828019,2,1,2,2,6.7k,672,4996
5,,X25519,p521\_falcon1024,9.201,9.261245278826928,3.314,3.3543284444444446,12.527,12.615513111111111,2,1,2,2,4.6k,672,5410
5,,X25519,p521\_mldsa87,0.362,0.4077905534351145,5.963,6.107532625551712,6.361,6.515318740307766,4,1,4,4,8.5k,776,13029
