level,trafficEmulation,kem,sig,partAMedian,partAAvg,partBMedian,partBAvg,partAllMedian,partAllAvg,segments,packetsClient,packetsServer,handshakeServerPushes,connections,clientServerBytes,serverClientBytes
1,,X25519,falcon512,4.189,4.301861863592699,0.759,0.7849694495148429,4.961,5.086853972523778,1,1,1,1,10.6k,620,2814
1,,X25519,rsa:1024,0.287,0.3423894451275446,0.21,0.2578309977359669,0.592,0.6002218557264423,1,1,1,1,52.1k,627,1016
1,,X25519,rsa:2048,0.944,0.9905687515668087,0.243,0.29303506627808595,1.208,1.2836041803766727,1,1,1,1,32.5k,620,1405
1,,X25519,rsa:3072,2.466,2.5484634946677605,0.299,0.35539835921476703,2.813,2.9038743627307353,1,1,1,1,17.4k,620,1789
1,,X25519,rsa:4096,5.409,5.562198830409357,0.392,0.4361107923195763,5.836,5.99834043257559,1,1,1,1,9.2k,620,2173
1,,X25519,p256\_falcon512,4.137,4.259955945419103,0.926,0.960540748683954,5.081,5.220517742249951,1,1,1,1,10.4k,620,3034
2,,X25519,MLDSA44,0.19,0.22488156559871716,1.026,1.1504824584369682,1.256,1.3753652310511848,2,1,2,2,31.1k,672,6821
2,,X25519,p256\_mldsa44,0.379,0.42901850057670127,1.639,1.717947956076405,2.046,2.14696977945926,2,1,2,2,22.0k,620,7029
2,,X25519,rsa3072\_mldsa44,0.419,0.4797157885508898,3.843,4.133718982902236,4.282,4.613449890398948,2,1,2,2,11.6k,672,7987
3,,X25519,MLDSA65,0.211,0.2483706703429261,1.507,1.7192178277540822,1.75,1.9675900650553617,3,1,3,3,23.6k,724,9291
3,,X25519,p384\_mldsa65,0.383,0.4336240181391206,3.627,3.7884537576935537,4.054,4.222083819241983,3,1,3,3,12.6k,620,9594
5,,X25519,MLDSA87,0.193,0.23100906225374312,1.878,2.1012529182879374,2.096,2.3322657242772005,4,1,4,4,20.7k,776,12619
5,,X25519,falcon1024,8.348,8.484837960625946,0.899,0.9321252103668798,9.283,9.416968865701783,2,1,2,2,6.0k,672,4991
5,,X25519,p521\_falcon1024,9.875,10.054044566253575,3.546,3.6340352800953513,13.449,13.688089630512515,2,1,2,2,4.3k,672,5409
5,,X25519,p521\_mldsa87,0.384,0.4415523484649698,6.5,6.714616848182653,6.934,7.156162577089621,4,1,4,4,7.8k,776,13029
