level,trafficEmulation,kem,sig,partAMedian,partAAvg,partBMedian,partBAvg,partAllMedian,partAllAvg,segments,packetsClient,packetsServer,handshakeServerPushes,connections,clientServerBytes,serverClientBytes
1,,X25519,falcon512,4.127,4.257980711328566,0.752,0.7802086195539664,4.883,5.038206267055613,1,1,1,1,10.8k,620,2814
1,,X25519,rsa:1024,0.29,0.34187989888697284,0.212,0.25687379972565155,0.59,0.5987562218302959,1,1,1,1,51.9k,627,1016
1,,X25519,rsa:2048,0.941,0.990007795999503,0.245,0.29517751203603043,1.219,1.285186830253145,1,1,1,1,32.7k,620,1405
1,,X25519,rsa:3072,2.46,2.538151452162365,0.296,0.3504346344843516,2.808,2.8885950456172766,1,1,1,1,17.6k,620,1789
1,,X25519,rsa:4096,5.305,5.417485668276973,0.369,0.42803414215159974,5.724,5.845534464247369,1,1,1,1,9.5k,620,2173
1,,X25519,p256\_falcon512,4.146,4.24245364659814,0.925,0.9640386724104171,5.094,5.20651791658508,1,1,1,1,10.4k,620,3034
2,,X25519,MLDSA44,0.186,0.2190272039983551,0.992,1.1122214102685772,1.21,1.3312517478093069,2,1,2,2,32.1k,672,6821
2,,X25519,p256\_mldsa44,0.384,0.434543853177165,1.671,1.746236349382033,2.087,2.1807816362294776,2,1,2,2,22.0k,620,7028
2,,X25519,rsa3072\_mldsa44,0.398,0.4547021420138303,3.854,3.9739757105507296,4.296,4.428685502234966,2,1,2,2,12.1k,672,7987
3,,X25519,MLDSA65,0.209,0.24455066191446026,1.478,1.68806050833793,1.723,1.9326081384987481,3,1,3,3,24.0k,724,9291
3,,X25519,p384\_mldsa65,0.388,0.43823311976343027,3.711,3.8565449392047317,4.14,4.294792885310549,3,1,3,3,12.4k,620,9593
5,,X25519,MLDSA87,0.189,0.22618572652828034,1.817,2.0352405846783794,2.032,2.2614281293148597,4,1,4,4,21.4k,776,12619
5,,X25519,falcon1024,8.248,8.38025610363727,0.893,0.9165691029900332,9.165,9.296747674418604,2,1,2,2,6.1k,672,4992
5,,X25519,p521\_falcon1024,9.927,10.03668564535585,3.584,3.673539333976834,13.535,13.710179777992279,2,1,2,2,4.2k,672,5414
5,,X25519,p521\_mldsa87,0.388,0.43933156670113754,6.52,6.7158378797672915,6.956,7.155163671622495,4,1,4,4,7.9k,776,13029
