level,trafficEmulation,kem,sig,partAMedian,partAAvg,partBMedian,partBAvg,partAllMedian,partAllAvg,segments,packetsClient,packetsServer,handshakeServerPushes,connections,clientServerBytes,serverClientBytes
1,,X25519,falcon512,5.018,5.137042518775274,0.884,0.9452447423156921,5.985,6.082159001617749,1,1,1,1,8.8k,620,2810
1,,X25519,rsa:1024,0.364,0.4162886951990715,0.23,0.29336945451100216,0.643,0.7096560316445202,1,1,1,1,42.9k,620,1016
1,,X25519,rsa:2048,1.1,1.1822412619155696,0.31,0.36865882352941176,1.469,1.5509045583506715,1,1,1,1,26.9k,620,1405
1,,X25519,rsa:3072,2.889,3.044981708175039,0.383,0.4396144374868079,3.32,3.484495743333568,1,1,1,1,14.5k,620,1789
1,,X25519,rsa:4096,6.146,6.300910342214926,0.478,0.5132481687294772,6.663,6.814235160394039,1,1,1,1,8.1k,620,2173
1,,X25519,p256\_falcon512,4.971,5.12208105872622,1.098,1.2042502954384307,6.18,6.326273339636019,1,1,1,1,8.6k,620,3037
2,,X25519,MLDSA44,0.223,0.2838977921111387,1.284,1.4541828406036799,1.57,1.7380841017159396,2,1,2,2,24.6k,672,6821
2,,X25519,p256\_mldsa44,0.503,0.5590275404743413,2.05,2.219163828643126,2.598,2.7781961522375576,2,1,2,2,17.0k,620,7029
2,,X25519,rsa3072\_mldsa44,0.52,0.596625013477089,4.714,4.999016605563942,5.287,5.595654518007333,2,1,2,2,9.4k,672,7987
3,,X25519,MLDSA65,0.218,0.2773098470701055,1.768,2.0132956289117705,2.038,2.2906033716939227,3,1,3,3,20.2k,724,9291
3,,X25519,p384\_mldsa65,0.504,0.5695164708350818,4.6,4.8638220730172055,5.1425,5.433338543852288,3,1,3,3,9.7k,724,9594
5,,X25519,MLDSA87,0.233,0.30091309831620106,2.38,2.699072149344097,2.693,2.9999938193743696,4,1,4,4,16.1k,776,12619
5,,X25519,falcon1024,10.028,10.187578882497945,1.087,1.1707844668173413,11.176,11.358440723238134,2,1,2,2,5.0k,672,4995
5,,X25519,p521\_falcon1024,12.1085,12.212750292740047,4.306,4.45300644216691,16.514,16.666250366032212,2,1,2,2,3.5k,672,5417
5,,X25519,p521\_mldsa87,0.534,0.6014058528428095,8.287,8.534063900970224,8.873,9.135495483439279,4,1,4,4,6.1k,776,13030
